ID,TARGET
728,0.01341179
729,0.0039863707
733,0.00880705
736,0.008162994
739,0.042385865
742,0.23805943
743,0.017410176
744,0.0037011534
745,0.23751785
747,0.0065645203
749,0.028282056
750,0.021507183
751,0.034704246
752,0.0033631793
755,0.004350543
756,0.0014268047
762,0.02492213
763,0.04190002
764,0.01882954
765,0.021376252
766,0.006647511
769,0.024781536
770,0.22983047
773,0.007383226
774,0.044188127
776,0.014093941
777,0.016086187
778,0.0067182397
779,0.00906419
780,0.0028735306
781,0.03358155
786,0.054318458
788,0.0064000417
794,0.025484663
796,0.19256254
801,0.08030045
802,0.02574549
803,0.006375376
804,0.0029030198
805,0.0048912023
809,0.03197219
810,0.08932533
817,0.013732159
819,0.011701301
821,0.007582805
824,0.1822675
825,0.0067598377
826,0.16054459
830,0.006819367
831,0.022838311
832,0.00768006
833,0.00933459
837,0.021006778
839,0.0015587609
840,0.0019709498
841,0.04527005
842,0.0026506684
843,0.0051002176
844,0.07754701
845,0.014690203
848,0.021759948
853,0.017638389
854,0.0012549016
855,0.0038781585
856,0.014147884
861,0.005695126
865,0.025714787
866,0.0013814863
867,0.011882847
870,0.002723182
871,0.05683414
872,0.00880705
873,0.018330446
874,0.04823097
875,0.0041390317
876,0.0050656768
879,0.018494414
880,0.0036910814
883,0.017077496
884,0.0060825194
886,0.02269163
890,0.0038101661
892,0.029425086
893,0.051627554
894,0.027044894
895,0.029150318
896,0.028671592
897,0.003254248
899,0.2057429
900,0.008257126
901,0.0064755017
902,0.22137432
905,0.01017069
912,0.09097784
914,0.226529
915,0.059816986
917,0.17263082
918,0.0053729606
919,0.015144619
921,0.004147823
922,0.017997317
923,0.003003909
926,0.0017012049
929,0.0040343897
930,0.0077756676
931,0.055403784
937,0.0039542145
938,0.015460461
939,0.029323563
941,0.03832173
946,0.0064873504
947,0.021562146
950,0.0030074099
951,0.0044575855
952,0.028867967
953,0.01636715
954,0.0012976873
955,0.016577592
956,0.2176661
957,0.04576225
960,0.037423365
963,0.26199278
966,0.017957412
969,0.026762133
971,0.013018517
972,0.004079031
975,0.010147007
980,0.010606501
982,0.097960524
983,0.0027227858
985,0.14633149
987,0.009761667
988,0.004486678
991,0.009778967
992,0.0013695087
995,0.1945602
996,0.0053140246
998,0.0035075212
1001,0.17873873
1002,0.006693203
1004,0.01600561
1005,0.071365274
1010,0.002841873
1011,0.0014235583
1012,0.0031962441
1013,0.02487739
1014,0.015933322
1015,0.05542535
1016,0.009884447
1022,0.0014665282
1023,0.039195374
1024,0.003218385
1025,0.016234849
1026,0.14472769
1028,0.0068066353
1029,0.009133298
1032,0.08856809
1034,0.03275762
1036,0.012022583
1037,0.0014649524
1039,0.15866192
1042,0.010879172
1045,0.02608736
1046,0.03438929
1050,0.015156943
1052,0.023950335
1055,0.016171556
1057,0.0045522335
1058,0.0025902882
1060,0.0029039516
1062,0.0066629285
1063,0.028983446
1064,0.045364123
1065,0.016749753
1066,0.0051498953
1067,0.1634546
1068,0.030446868
1070,0.09253041
1072,0.01646925
1077,0.21413495
1078,0.01009659
1079,0.00344257
1081,0.041078426
1082,0.17257716
1093,0.009048608
1094,0.029712342
1102,0.015784858
1103,0.07746559
1106,0.0037533485
1107,0.24935353
1112,0.039806277
1113,0.0031582892
1114,0.01744895
1116,0.006300659
1118,0.02397778
1120,0.02619894
1121,0.034508016
1128,0.015547442
1130,0.0683001
1132,0.0077756676
1135,0.007002973
1138,0.057406884
1139,0.0047279787
1141,0.022052556
1143,0.1532567
1146,0.17489693
1148,0.016263196
1149,0.021678176
1151,0.007948602
1152,0.022856403
1153,0.008193038
1155,0.024255421
1157,0.0025838776
1160,0.016364388
1161,0.0037169433
1162,0.03491094
1164,0.06416065
1168,0.013468098
1169,0.004037506
1174,0.15297522
1176,0.0017249351
1177,0.22691785
1178,0.0146719385
1180,0.00941693
1181,0.04141852
1182,0.05009601
1185,0.006800481
1190,0.005590203
1194,0.0040851803
1196,0.025065908
1199,0.008385733
1200,0.017409377
1201,0.004827009
1202,0.04655714
1206,0.2670376
1207,0.019766709
1208,0.0014047995
1212,0.027063772
1216,0.0015707795
1219,0.014705057
1221,0.0117340395
1222,0.0031910555
1225,0.015890209
1227,0.010879172
1230,0.016447412
1231,0.018330446
1232,0.009636756
1233,0.0028893475
1234,0.059506234
1235,0.010115824
1236,0.11141874
1237,0.0031120707
1238,0.04292404
1239,0.016356047
1240,0.035615917
1241,0.0068775476
1244,0.039468985
1245,0.029085742
1247,0.010879172
1250,0.019629551
1251,0.0033707956
1257,0.0061260816
1259,0.0028611773
1266,0.08728295
1267,0.22573294
1268,0.0043692635
1270,0.30039898
1272,0.011700727
1273,0.16508706
1276,0.046951883
1278,0.0014584339
1279,0.036900423
1283,0.014900533
1284,0.019747796
1286,0.003456707
1289,0.026387295
1290,0.0020470552
1292,0.008723112
1293,0.033375237
1294,0.09909703
1296,0.07278751
1298,0.008141226
1299,0.104849875
1301,0.0031743466
1304,0.03892197
1306,0.013173257
1308,0.07050319
1310,0.020829722
1311,0.003892097
1312,0.07593364
1315,0.0039522112
1318,0.05659547
1319,0.0023392898
1320,0.0029837126
1323,0.0055857385
1324,0.010226675
1325,0.03384919
1326,0.008837509
1329,0.23348667
1331,0.09725679
1332,0.016726162
1335,0.002964772
1336,0.17581192
1338,0.06118774
1340,0.103870645
1342,0.0030487073
1345,0.008433715
1347,0.0029343185
1349,0.019747796
1350,0.051160756
1351,0.0034512973
1354,0.0030801175
1355,0.017639572
1356,0.015687501
1359,0.03279952
1361,0.24798897
1362,0.1973305
1363,0.15496643
1365,0.009298673
1366,0.022423742
1367,0.025128463
1368,0.0029094962
1369,0.0033555734
1370,0.032882106
1371,0.02467565
1372,0.14463557
1374,0.010049266
1375,0.0950125
1376,0.03614557
1379,0.0041794805
1380,0.00880705
1383,0.016263196
1387,0.07037284
1388,0.061121713
1389,0.0037133726
1390,0.05870652
1394,0.032785006
1396,0.18869464
1397,0.041131444
1399,0.023361798
1400,0.022788456
1402,0.1975503
1403,0.06007545
1404,0.0930494
1405,0.07969354
1407,0.013556715
1409,0.007986544
1413,0.0018430103
1415,0.037901103
1416,0.023179272
1418,0.00391737
1422,0.0023503946
1423,0.0016331954
1425,0.004188681
1428,0.018494414
1429,0.010391388
1430,0.016263196
1431,0.057591815
1432,0.0069808513
1434,0.0017402488
1435,0.0036248546
1436,0.25880054
1438,0.0035794845
1443,0.08502277
1445,0.037633497
1446,0.10715285
1453,0.011092097
1456,0.007146723
1458,0.016956631
1459,0.0020629505
1460,0.024549952
1461,0.18502109
1462,0.1882374
1463,0.018607575
1466,0.1606863
1467,0.01600561
1469,0.063122205
1470,0.001697968
1471,0.16124952
1473,0.008642106
1476,0.0073772767
1477,0.023088995
1481,0.016263196
1482,0.039899908
1485,0.11057928
1486,0.21649252
1490,0.024979118
1491,0.16124952
1493,0.005731143
1494,0.08205148
1500,0.010029154
1504,0.018774832
1506,0.006634186
1509,0.007156081
1512,0.03604961
1514,0.020722134
1518,0.015924413
1520,0.002980962
1522,0.08849951
1525,0.16124952
1526,0.059506234
1529,0.18091923
1530,0.05542419
1532,0.0038101661
1533,0.01846185
1537,0.02824019
1542,0.029871475
1544,0.032444887
1545,0.21823128
1546,0.15496643
1549,0.10404229
1551,0.0036248546
1552,0.003940388
1555,0.023468072
1556,0.0032543624
1558,0.17873873
1560,0.0062583326
1561,0.04059104
1562,0.006152756
1563,0.0016425662
1566,0.0023757606
1568,0.021139445
1570,0.009877985
1575,0.116386004
1577,0.016215045
1579,0.004433233
1581,0.012558892
1582,0.081993945
1585,0.054348458
1586,0.0037919637
1587,0.0054464405
1593,0.025142744
1597,0.073247515
1599,0.025239557
1608,0.0033433263
1609,0.016263196
1612,0.030552942
1615,0.0029709167
1616,0.02269641
1618,0.027703317
1619,0.003296495
1624,0.010646241
1625,0.06169736
1627,0.010034532
1628,0.20681337
1635,0.0031374998
1636,0.057338458
1637,0.016668055
1640,0.012022583
1642,0.00753957
1645,0.026056347
1647,0.006178492
1648,0.20506905
1650,0.0042637135
1651,0.11385049
1653,0.01152978
1654,0.0024049205
1655,0.012101304
1656,0.031740203
1657,0.11169665
1659,0.1348041
1661,0.14606456
1662,0.014796763
1663,0.10642809
1664,0.043513224
1671,0.018494414
1673,0.016263196
1674,0.013814555
1678,0.00381736
1680,0.018686252
1682,0.027051112
1687,0.0019020957
1689,0.0039716642
1690,0.016934255
1691,0.018062409
1692,0.040754642
1696,0.011890548
1701,0.05214022
1702,0.020042796
1705,0.009168912
1707,0.028595487
1711,0.022773728
1714,0.05644141
1715,0.16515575
1716,0.035826713
1717,0.006182012
1719,0.0047870637
1723,0.0037512502
1725,0.0037665446
1726,0.31141037
1728,0.0015786227
1730,0.0052513164
1731,0.0033585492
1736,0.01021345
1742,0.26047757
1745,0.07002514
1747,0.18690382
1749,0.018154701
1750,0.069400534
1751,0.0026925232
1752,0.029350324
1753,0.14614332
1754,0.014069712
1758,0.24071993
1759,0.02372487
1760,0.0059691775
1761,0.01600561
1763,0.035364535
1765,0.074643254
1767,0.05131489
1768,0.0031209846
1769,0.0069939527
1774,0.02456192
1775,0.06755456
1776,0.0015971937
1777,0.016351206
1779,0.033021823
1780,0.0019400526
1783,0.0048627653
1784,0.0034356457
1785,0.0034655519
1789,0.018494414
1790,0.056567334
1792,0.008361003
1793,0.06360507
1795,0.0076668216
1796,0.007344843
1798,0.04324467
1802,0.010469951
1803,0.054972704
1805,0.0049469997
1806,0.03422398
1809,0.01722489
1810,0.0016579104
1812,0.018358776
1813,0.07383951
1814,0.07840068
1815,0.021237839
1817,0.024265489
1818,0.033030342
1819,0.016655587
1820,0.013823692
1821,0.17152546
1823,0.04992287
1826,0.013654048
1827,0.022939708
1829,0.21530667
1831,0.0030595588
1833,0.038504347
1834,0.006487378
1837,0.028213698
1838,0.0028603354
1839,0.0030145568
1840,0.023533328
1841,0.019959625
1842,0.031842835
1844,0.024566464
1845,0.009381133
1846,0.0015719406
1847,0.002896
1850,0.0030793769
1851,0.038927775
1852,0.0016100453
1860,0.043675523
1862,0.054107737
1864,0.13463974
1865,0.007280705
1866,0.023534786
1867,0.041969042
1870,0.022942679
1871,0.024578476
1872,0.015071695
1873,0.003436077
1874,0.13815357
1876,0.046732415
1878,0.0293258
1879,0.158834
1884,0.01838205
1885,0.0034338261
1888,0.032366548
1893,0.009721395
1897,0.041342262
1901,0.00803011
1902,0.007473022
1903,0.00402394
1905,0.045390118
1907,0.0071133347
1908,0.23569517
1919,0.1439713
1921,0.17470324
1926,0.0066652237
1928,0.012888766
1930,0.13973102
1933,0.015310783
1934,0.0066351634
1935,0.059216984
1939,0.19578534
1940,0.018494414
1942,0.00635995
1943,0.0071137655
1945,0.01028534
1946,0.040722933
1948,0.035999645
1949,0.01646203
1952,0.024317052
1953,0.023610916
1955,0.012666267
1959,0.030737702
1963,0.011633296
1965,0.011370743
1967,0.01600561
1968,0.019020297
1969,0.0038934464
1970,0.054195028
1973,0.01326124
1977,0.16821662
1978,0.0037557436
1979,0.0035195316
1988,0.02897892
1991,0.020573229
1994,0.0016233466
1996,0.004386354
1997,0.0056233206
1998,0.005360237
2000,0.20510012
2002,0.0055874204
2004,0.03126754
2007,0.041444227
2008,0.009762455
2010,0.004332222
2011,0.03569565
2012,0.09443736
2015,0.0064394632
2018,0.0019958396
2019,0.0037512502
2023,0.031549737
2024,0.051136564
2026,0.006210276
2028,0.005595205
2029,0.01009659
2031,0.00906419
2033,0.03179303
2034,0.059609484
2037,0.18148449
2038,0.01600561
2039,0.012259433
2040,0.0032996016
2042,0.0059452946
2045,0.018297618
2048,0.024093615
2049,0.023425633
2050,0.02578154
2057,0.025860032
2061,0.020352285
2063,0.065475665
2067,0.021552848
2069,0.022049181
2070,0.018607575
2072,0.27827543
2073,0.05168087
2075,0.006323194
2076,0.09560781
2081,0.022773728
2082,0.10612543
2084,0.08223534
2085,0.092355445
2086,0.022856403
2088,0.026291769
2092,0.1046657
2093,0.015203071
2094,0.0032960246
2096,0.12595086
2102,0.016655587
2103,0.10658486
2104,0.04457756
2108,0.13107757
2109,0.04112411
2111,0.031269986
2113,0.020347737
2116,0.050661463
2117,0.031400483
2118,0.015543844
2119,0.009886696
2120,0.0031038562
2121,0.012348667
2124,0.04675192
2125,0.028346155
2126,0.006367241
2127,0.2007507
2131,0.0013223655
2133,0.04959245
2134,0.06101148
2136,0.010785707
2137,0.088434525
2139,0.044963483
2144,0.0015051214
2145,0.017584823
2146,0.07936641
2149,0.03191936
2150,0.004614303
2151,0.03925278
2152,0.012221631
2153,0.0033281469
2157,0.086892135
2158,0.014150359
2159,0.0047796546
2161,0.0034686576
2163,0.0042805797
2166,0.036153648
2169,0.008972759
2171,0.09692155
2177,0.016089182
2179,0.06930948
2182,0.0016136665
2184,0.15501955
2185,0.033522975
2186,0.004534911
2187,0.0057517076
2188,0.028936924
2189,0.0057401005
2190,0.16084579
2194,0.0038734458
2195,0.010004059
2196,0.028679218
2198,0.11621319
2199,0.018185375
2200,0.002970109
2201,0.0075511136
2203,0.057828784
2208,0.010927567
2209,0.023028998
2210,0.011759531
2211,0.0039067287
2213,0.0066950326
2214,0.011606078
2215,0.19255352
2216,0.0032591005
2218,0.0074436753
2222,0.033618983
2224,0.0016892449
2229,0.003810651
2230,0.0074944007
2234,0.055865567
2235,0.016830934
2237,0.011842905
2239,0.004975509
2241,0.0065684295
2242,0.005346118
2243,0.008328241
2244,0.0028855281
2245,0.0017228279
2248,0.047448833
2251,0.006490431
2253,0.20361558
2254,0.0038410674
2257,0.0028552494
2261,0.068839215
2262,0.0127052665
2266,0.008467854
2269,0.00487298
2275,0.009885067
2278,0.007551378
2279,0.00743848
2283,0.011441556
2284,0.04248562
2285,0.0044538863
2286,0.0017385017
2287,0.086558744
2289,0.11168515
2290,0.10841711
2291,0.022856403
2293,0.018330446
2300,0.032716542
2301,0.00445488
2302,0.1092253
2303,0.020862611
2304,0.00234526
2305,0.040641155
2306,0.03286136
2307,0.030552942
2308,0.13386959
2311,0.03543626
2313,0.033433907
2315,0.0015913238
2316,0.025714787
2318,0.1915377
2322,0.012371514
2323,0.008501241
2325,0.03686243
2327,0.022496782
2328,0.05764633
2329,0.08259192
2330,0.015700724
2332,0.0038116195
2333,0.0054791574
2334,0.041311894
2337,0.018146802
2338,0.06403076
2341,0.118574195
2344,0.045364123
2345,0.0053734933
2347,0.009114886
2348,0.020990338
2349,0.003740822
2350,0.0051704333
2351,0.027875902
2358,0.046364404
2359,0.059768952
2361,0.017910305
2363,0.01311055
2364,0.0051565645
2366,0.11684806
2369,0.003816571
2370,0.17489259
2373,0.04179733
2375,0.011825523
2377,0.045078054
2384,0.06416065
2385,0.014395244
2386,0.05800638
2387,0.0015297404
2388,0.029398426
2392,0.012421089
2393,0.025481092
2394,0.016263196
2395,0.01345751
2396,0.01787242
2397,0.02120909
2400,0.016263196
2401,0.010706296
2403,0.02817726
2407,0.122331366
2408,0.037968826
2410,0.00752269
2414,0.15901817
2416,0.2498575
2421,0.0036291594
2422,0.045364123
2423,0.05356807
2425,0.032882206
2430,0.009046903
2433,0.0068202587
2434,0.026316542
2437,0.029983489
2438,0.016726162
2439,0.05683414
2440,0.08512663
2442,0.0164276
2444,0.011362673
2449,0.010994485
2456,0.015323699
2458,0.03271362
2462,0.008352986
2463,0.007864486
2464,0.0039617396
2465,0.008820889
2466,0.0065576416
2470,0.13356097
2476,0.009537632
2478,0.035055727
2482,0.1934945
2483,0.009267602
2484,0.14455846
2487,0.001566609
2488,0.025047258
2493,0.006847999
2494,0.004603485
2495,0.040172953
2499,0.022856403
2501,0.21836653
2503,0.026938485
2504,0.0058695213
2507,0.0127052665
2509,0.014308696
2511,0.029712342
2512,0.06300513
2515,0.012622886
2516,0.011324197
2517,0.009202272
2521,0.20161654
2525,0.0014801141
2527,0.08577505
2528,0.010206651
2529,0.018755876
2530,0.006385295
2531,0.13751939
2533,0.0044222
2537,0.01702451
2538,0.016837208
2539,0.017187707
2541,0.011498384
2542,0.11168515
2543,0.0018942532
2544,0.0015877933
2545,0.008212202
2546,0.0019371557
2548,0.036183313
2549,0.0040825484
2555,0.0034369293
2556,0.010307921
2558,0.04534128
2561,0.19314386
2563,0.16972975
2566,0.0034297227
2567,0.06275714
2572,0.002597867
2573,0.0146095725
2574,0.018494414
2578,0.007811042
2580,0.024908142
2581,0.0059227333
2582,0.0030151443
2586,0.05577596
2588,0.003970861
2589,0.04835712
2591,0.009910142
2594,0.039828133
2595,0.009975712
2596,0.059370007
2597,0.0041198637
2599,0.010077987
2600,0.018494414
2601,0.043773975
2611,0.0052862708
2613,0.00880705
2614,0.004013586
2615,0.025968468
2616,0.25788626
2617,0.0380408
2618,0.0047086137
2619,0.02602243
2626,0.0056093396
2630,0.21199697
2632,0.0046895905
2636,0.011693655
2639,0.034417883
2642,0.0014195369
2644,0.21406867
2647,0.018330446
2648,0.23569517
2649,0.21328725
2651,0.014282148
2652,0.07134705
2656,0.24163671
2658,0.10614877
2664,0.00413303
2667,0.16791975
2669,0.024562832
2670,0.003296495
2671,0.19935742
2672,0.23100454
2673,0.0028696912
2678,0.021485113
2679,0.014845646
2682,0.0026379544
2684,0.008453257
2685,0.028213698
2687,0.007944023
2689,0.0038592494
2700,0.007088567
2701,0.01600561
2702,0.021724172
2704,0.03982972
2707,0.0064543406
2710,0.015413274
2713,0.022856403
2715,0.042736415
2716,0.056583047
2724,0.005129118
2726,0.05565355
2727,0.010927907
2728,0.0050770543
2730,0.0041208323
2731,0.10069691
2733,0.03901473
2736,0.00906419
2737,0.010484233
2739,0.04013084
2740,0.002998661
2741,0.017343227
2745,0.034773793
2747,0.23569517
2749,0.02197989
2751,0.0015401484
2752,0.04951158
2759,0.17925638
2760,0.0024306723
2764,0.0029276141
2766,0.018492416
2769,0.025240272
2772,0.09654867
2773,0.0038924983
2774,0.008623804
2776,0.0036372012
2779,0.010879172
2782,0.17925638
2783,0.006944916
2788,0.003392852
2789,0.013703966
2791,0.014690203
2793,0.025486516
2794,0.0032543624
2796,0.015320599
2801,0.013086467
2803,0.024479631
2804,0.0016699694
2805,0.016668055
2806,0.2941339
2808,0.04025547
2809,0.025344623
2812,0.012060158
2814,0.11129582
2815,0.012646902
2816,0.048204657
2817,0.1578327
2819,0.033789225
2821,0.17805947
2822,0.016638836
2825,0.012015476
2827,0.0035573347
2829,0.018351367
2830,0.0056395256
2831,0.004946094
2833,0.003210932
2838,0.03412513
2839,0.045045592
2843,0.0019044743
2845,0.01537367
2849,0.0170957
2850,0.0053987927
2852,0.013377931
2859,0.006707652
2861,0.0030786507
2862,0.025058387
2863,0.014454549
2865,0.007136975
2866,0.181641
2867,0.056317054
2869,0.037759915
2871,0.003277489
2872,0.016611598
2873,0.22556952
2874,0.009451912
2876,0.020404164
2877,0.003644901
2880,0.069753096
2881,0.007401409
2882,0.025162075
2885,0.011603726
2886,0.025409508
2888,0.0040425733
2889,0.019500995
2891,0.03647857
2892,0.008618762
2893,0.17964624
2897,0.058645137
2898,0.02712735
2899,0.009267602
2901,0.021207945
2903,0.099547215
2904,0.0052484674
2905,0.021406379
2906,0.061302617
2908,0.015826544
2910,0.10468125
2913,0.0015460183
2914,0.0044256584
2915,0.003547695
2917,0.009044262
2918,0.026015822
2919,0.17964624
2920,0.027888117
2921,0.013552164
2922,0.08673618
2925,0.0285379
2926,0.01575489
2927,0.018492416
2928,0.04032366
2929,0.0029876856
2930,0.008974001
2936,0.00149599
2944,0.003296495
2949,0.0065582106
2950,0.012000468
2951,0.012108232
2952,0.0101316115
2955,0.02390641
2957,0.007860963
2959,0.007834099
2960,0.020370204
2961,0.0056211823
2963,0.017671503
2966,0.0035512163
2967,0.030205578
2968,0.0166049
2969,0.014567745
2970,0.016031584
2972,0.081941634
2973,0.015834292
2974,0.0015786227
2975,0.2498575
2976,0.009610328
2980,0.0012878922
2983,0.030552942
2984,0.14650354
2986,0.004241865
2988,0.013882488
2989,0.038382236
2990,0.0029247901
2991,0.044611547
2994,0.009239056
2995,0.04820364
2997,0.020644793
3000,0.02463097
3001,0.010530502
3002,0.0038448388
3003,0.07344539
3005,0.0018055196
3007,0.0015099879
3008,0.02563316
3009,0.028541997
3011,0.017848806
3012,0.105319016
3015,0.018494414
3017,0.010488037
3019,0.08707008
3022,0.025343204
3025,0.022233278
3027,0.03230811
3028,0.0036073597
3030,0.009140507
3031,0.0016016565
3033,0.026451547
3035,0.034915257
3036,0.026957463
3037,0.0030012536
3039,0.0039823516
3041,0.104849875
3046,0.007091575
3047,0.004851847
3048,0.002761655
3050,0.0644393
3051,0.0013446267
3053,0.0028563302
3055,0.075128414
3056,0.017913604
3058,0.015530971
3060,0.15785532
3062,0.036273103
3063,0.07897048
3064,0.1110295
3065,0.2519023
3067,0.041966677
3069,0.03543626
3070,0.071628675
3072,0.21678519
3073,0.004867353
3074,0.003296495
3079,0.05310795
3080,0.13232212
3083,0.034582604
3084,0.015055047
3089,0.009910142
3093,0.0015933098
3094,0.10096384
3096,0.053249437
3098,0.010288171
3100,0.005210433
3101,0.04735545
3102,0.012690998
3104,0.03689851
3105,0.02453239
3106,0.016263196
3109,0.00629996
3110,0.005620511
3111,0.008764834
3113,0.104795866
3115,0.07191868
3116,0.011123922
3120,0.02262563
3122,0.005901164
3124,0.016263196
3128,0.0060652816
3129,0.018334337
3130,0.03623964
3132,0.022224097
3133,0.0054779598
3135,0.02217776
3138,0.005924469
3139,0.037862286
3140,0.15264975
3143,0.0042114807
3146,0.20472802
3148,0.16237609
3149,0.08129352
3150,0.04039248
3152,0.09335248
3153,0.09643706
3154,0.057931293
3155,0.015924413
3159,0.015535229
3162,0.002550073
3163,0.30509406
3164,0.0032092428
3166,0.03778587
3167,0.02291128
3168,0.0034230505
3171,0.010992535
3172,0.052572276
3173,0.010659634
